Contrast0,Contrast45,Contrast90,Contrast135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135,ASM0,ASM45,ASM90,ASM135
3.0749693627450965,5.218931180315268,3.781541053921567,5.704021530180694,0.938541666666668,1.3631833910034599,1.135983455882353,1.4439061899269503,0.6738335954096116,0.5784953855668377,0.6211000619799373,0.5624850250379084,0.15924853875882106,0.13751858680599066,0.14726481373275258,0.1343337604925539,0.8945583690955432,0.821345189770212,0.8703508806629608,0.8047277502223887,0.02536009709681973,0.018911361717116788,0.02168692536374231,0.01804555920807084
